GEOID,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X000
99,-13.500632029644393,-47.287680665618886,-618.4003412342269,1248.5019835825392,7209.4943643400675,-72.6634445438101,1108.9881538360607,5635.662731148584,4941.744274015917,461.01831578828325,2207.6855337449224,5363.953609986943,3248.835968890882,17012.409856701914,22197.104456129167,23157.03093593855,16092.231101224541,56376.03718098923,11751.1222620473,5668.367580645643,182928.33621053724
