state,puma,led_code,total_employed_pre,total_unemployed_post,percent_change_imputed,state_imputation
01,00100,11,921,-8.50882738416467,0.009238683370428524,0
01,00100,21,41,-2.5271599399513396,0.06163804731588633,0
01,00100,22,1859,-103.27327895860398,0.055553135534483045,0
01,00100,23,6098,-292.8545640507302,0.04802469072658744,0
01,00100,31,2696,-23.291073166374932,0.00863912209435272,0
01,00100,32,3831,22.03619926900091,-0.005752074985382645,0
01,00100,33,8205,277.51453187909283,-0.033822612051077734,0
01,00100,42,1979,-54.7481533869745,0.027664554515904244,0
01,00100,44,6138,-144.4328702301256,0.023530933566328703,0
01,00100,45,3756,-202.41334134827972,0.05389066596067085,0
01,00100,48,1956,-64.61622807625294,0.03303488142957717,0
01,00100,49,469,-45.38739139209294,0.09677482173154145,0
01,00100,51,992,55.458996919725514,-0.05590624689488459,0
01,00100,52,1894,-11.557144577760152,0.006101977073790999,0
01,00100,53,838,5.0872842022267815,-0.0060707448713923405,0
01,00100,54,2728,19.411206744815164,-0.007115544994433711,0
01,00100,56,2764,-260.82980974374084,0.09436679079006542,0
01,00100,61,7406,324.95605486165374,-0.04387740411310474,0
01,00100,62,9727,485.20476898369003,-0.04988226266923924,0
01,00100,71,1170,195.14855387989016,-0.1667936357947779,0
01,00100,72,5757,407.92230506891894,-0.07085674918688882,0
01,00100,81,3785,-33.025915245660286,0.008725472984322401,0
01,00100,92,3291,34.54218508272117,-0.01049595414242515,0
01,00200,11,872,-1.5599516870968562,0.0017889354209826333,0
01,00200,21,67,3.9853382794559264,-0.05948266088740189,0
01,00200,22,809,-42.07471105362007,0.05200829549273186,0
01,00200,23,6123,-294.0551813188949,0.04802469072658744,0
01,00200,31,668,20.53529378022156,-0.030741457754822697,0
01,00200,32,2192,16.663433305763753,-0.00760193125262945,0
01,00200,33,10065,207.68597571767697,-0.02063447349405633,0
01,00200,42,1571,-40.72150591223939,0.02592075487730069,0
01,00200,44,6757,-273.8419532871072,0.04052715010908794,0
01,00200,45,2964,-97.518091840273,0.03290084070184649,0
01,00200,48,2207,-22.4901502755376,0.010190371669930948,0
01,00200,49,450,-39.472043327437056,0.08771565183874902,0
01,00200,51,1485,51.63952085844852,-0.03477408812016736,0
01,00200,52,2047,-14.600812550050625,0.007132785808524975,0
01,00200,53,1035,-0.15045985685918306,1.4537184237602228e-4,0
01,00200,54,11106,111.2336329726585,-0.010015634159252522,0
01,00200,56,3938,-362.09811485691444,0.09194974983669742,0
01,00200,61,6989,305.28236842644975,-0.043680407558513344,0
01,00200,62,10342,621.8696532603834,-0.060130502152425394,0
01,00200,71,1015,153.68246016542344,-0.15141129080337284,0
01,00200,72,5118,411.3841179721158,-0.08037985892382099,0
01,00200,81,4107,48.78459186870655,-0.011878400747189323,0
01,00200,92,8282,63.624131581067545,-0.007682218254173816,0
01,00200,55,93,13.667316664926265,-0.14696039424651897,0
01,00301,11,295,-3.332624058797829,0.01129703070778925,0
01,00301,21,0,0,0,0
01,00301,22,391,-20.039323571461345,0.05125146693468375,0
01,00301,23,1861,-89.37394944217922,0.04802469072658744,0
01,00301,31,522,11.84044995475352,-0.022682854319451187,0
01,00301,32,1429,15.42164257846676,-0.010791912231257354,0
01,00301,33,6189,13.079537455460736,-0.002113352311433307,0
01,00301,42,562,-10.93861629198349,0.019463730056910124,0
01,00301,44,4324,-147.89465193514727,0.034203203500265324,0
01,00301,45,2797,-111.73086973969076,0.03994668206638926,0
01,00301,48,1173,-13.705948903475305,0.011684525919416287,0
01,00301,49,585,-75.28373453305379,0.12869014450094665,0
01,00301,51,1835,73.73305062099033,-0.04018149897601653,0
01,00301,52,1298,-8.594729962529541,0.006621517690700725,0
01,00301,53,634,1.773451523027516,-0.002797242149885672,0
01,00301,54,10068,99.59343946448773,-0.009892077817291192,0
01,00301,56,2351,-153.92248500669774,0.06547106976039888,0
01,00301,61,6522,299.0565403996491,-0.04585350205453068,0
01,00301,62,7623,458.7866906249966,-0.06018453241833879,0
01,00301,71,1025,153.6107380470734,-0.14986413468007162,0
01,00301,72,4567,353.9421646292178,-0.0774999265665027,0
01,00301,81,2240,58.899961633594565,-0.02629462572928329,0
01,00301,92,6048,62.192795604576794,-0.010283200331444576,0
01,00301,55,23,3.380089067669936,-0.14696039424651897,0
01,00302,11,71,0,-0,0
01,00302,21,45,0.7069151096811455,-0.01570922465958101,0
01,00302,22,210,-8.507113994996379,0.0405100666428399,0
01,00302,23,2051,-98.49864068023084,0.04802469072658744,0
01,00302,31,416,11.250741224935414,-0.02704505102147936,0
01,00302,32,599,19.162235556279207,-0.03199037655472322,0
01,00302,33,3855,5.3815955490213705,-0.0013960040334685786,0
01,00302,42,564,-8.563926298093087,0.01518426648598065,0
01,00302,44,3459,-102.14130006979616,0.02952914139051638,0
01,00302,45,1992,-142.95936924705242,0.0717667516300464,0
01,00302,48,492,25.317547364302932,-0.05145842960224173,0
01,00302,49,208,-23.974139034652488,0.11526028382044465,0
01,00302,51,1116,103.78521525230937,-0.0929975047063704,0
01,00302,52,1326,-10.376940767173004,0.007825747184896684,0
01,00302,53,749,0.8218778093904249,-0.0010973001460486314,0
01,00302,54,6286,63.263912010059656,-0.010064255808154574,0
01,00302,56,2293,-222.27676600983136,0.09693709812901499,0
01,00302,61,3679,191.43716367422462,-0.05203510836483409,0
01,00302,62,6308,320.7355123247134,-0.050845832645008464,0
01,00302,71,855,134.3694917815286,-0.15715730032927322,0
01,00302,72,3713,258.2611390389729,-0.06955592217586126,0
01,00302,81,1932,-11.229541208623806,0.005812391929929506,0
