county_fips,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X000,total_li_workers_employed,low_income_worker_job_loss_rate
24031,-0.7191419110185925,-3.090790755130543,-28.94706308915534,161.12546589895263,606.5069729921976,28.5426015773033,513.6476187622114,879.1278069365247,1150.0359830577593,92.75339561557875,444.0570109896151,1261.125712669264,710.857012489954,3003.500347941653,4028.8314327204516,3878.985812480747,2535.533335004761,9544.761805361659,3271.3768236916944,636.842025743362,32714.854168178386,445508,0.07343
24033,-0.2952990984586975,-3.34001324141485,-52.12650435407193,175.09459668490842,501.24212183122916,3.4751302637938353,349.8589674540687,1604.5353137110628,784.5800883591946,54.219356717124164,351.8974597080213,804.4105184237019,405.4079189310664,3217.981604001925,3097.512393659549,3816.741861238869,2090.5634312232546,10240.939432761454,2072.8341602205915,857.2266037847278,30372.759142280596,400732,0.07579
24035,-0.17225953294914093,-0.061610685021174776,-12.79350946447905,16.375410847436555,73.34160619130344,-6.869329163705621,1.1367132758761054,4.009038416417773,20.89117756066391,3.5931229855412745,10.417617169370825,34.5246808291565,18.227102884357794,72.94010795459933,175.9883134588399,173.14552963998844,187.53332821526618,545.7361082049233,84.69907922965669,80.02291500875432,1482.6851430259974,23491,0.06312
24037,-0.3457768439278382,-1.18320763729612,-34.22404001427128,34.053230705047504,53.3892334295855,-15.865660171461183,-105.15478249530229,170.3457926303156,33.72627408923775,6.223332216533641,20.89928901639332,147.37988909971045,36.6863981621469,152.83573319329082,329.4643791418474,362.3333572462073,182.75216352454999,946.9498377445392,160.2250973232789,91.18566362155856,2571.676203981984,44089,0.05833
24039,-0.2613457272644473,0,-0.9689859376127719,3.573683259624855,134.50203783051634,-0.17727607646917753,3.218275469938839,10.338092977625415,8.496055786900085,0.8020343658170566,4.440501382003367,7.469017138501877,7.778445179948868,27.615415905540157,83.66242107716934,82.27353550147281,40.69829219734993,184.34707315542167,24.462179058907225,34.49558214954485,656.7650346949363,8515,0.07713
24041,-0.08581882868946371,-0.01680291409668403,-9.899739466561169,9.021564850964078,47.75327681601482,-3.7219052141429922,0.8471152192657122,3.3072942527660394,17.991455754136425,2.542303999203732,9.12921928623309,22.65091327126478,20.200738228523925,61.899853519294325,109.0610378133001,165.86030398893703,127.66819169504895,423.0355393222157,64.75968493813055,52.95094261473766,1124.9551691465467,17027,0.06607
24043,-0.5759593270287919,14.083669132183369,-7.162719423013415,35.83213081650521,573.7847792327557,3.2231991774993443,31.777463682178333,-115.74913290030051,70.41412371777099,33.13125545580283,42.43419667758196,81.22309693090536,65.59435114434493,344.4326586348157,440.59149856675504,625.7555082995467,333.2993581963315,1223.5298547632515,168.86605981517832,179.19418724332218,4143.679579836386,66670,0.06215
24045,-0.8807351008811876,-0.841869551336373,-8.785472501022465,18.884930647528677,1041.298267608456,-0.8068400899711541,14.952423236013482,60.07527762574031,45.19551325814891,5.406484670778833,24.48619333504714,43.61624159181756,79.06150996336088,171.29680042583587,408.70911444481504,415.62602904625913,190.04033051474417,1096.2353281925512,140.35816725757607,121.63993338035043,3865.5676279558124,44984,0.08593
24047,-0.29009375726353653,-0.8913912896502773,-2.4224648440319294,9.958664016821261,296.4386068430694,-0.34311498671453716,8.258877521766822,21.62900558452506,25.92610838064356,2.642848181336927,21.187535165558923,21.77288958299132,26.70212524460059,72.36863403481259,164.05109524262335,147.07691084337608,233.4978289627619,1062.5719496163435,71.93249156832509,81.30454795352041,2263.3730538654168,22916,0.09877
24510,0,-0.4094704746480995,-24.621651644976883,69.86947848484327,545.6029800033608,28.143386016049394,127.97703347316067,540.1246033948198,491.2200198937777,35.523144627963106,247.6119445253461,397.0388847840011,241.1318005784149,2435.4615326373396,2216.960951570127,2461.714260664078,1784.9670024520015,5143.345208042375,926.8821711008668,671.6980267301013,18340.241306859,249913,0.07339
